mode,img_name,dice,iou,pre,rec,hd95,cbl
shift,IMG0002456.png,0.785714,0.647059,0.731527,0.848571,5.000000,0.878351
shift,IMG0002460.png,0.728916,0.573460,0.637513,0.850914,10.557081,0.854133
shift,IMG0002470.png,0.611233,0.440127,0.506849,0.769764,12.727922,0.805747
shift,IMG0002475.png,0.572757,0.401304,0.413514,0.931460,26.076810,0.939857
shift,IMG0002484.png,0.861486,0.756677,0.796046,0.938650,4.762461,0.954823
shift,IMG0002494.png,0.652008,0.483688,0.500734,0.934247,7.007107,0.900724
shift,IMG0002500.png,0.810952,0.682018,0.731765,0.909357,4.403287,0.948246
shift,IMG0002501.png,0.784240,0.645062,0.663492,0.958716,8.544004,0.919095
shift,IMG0002502.png,0.768894,0.624555,0.644037,0.953804,6.000000,0.920362
shift,IMG0002508.png,0.762768,0.616511,0.628649,0.969634,5.099020,0.951118
shift,IMG0002515.png,0.655060,0.487055,0.499171,0.952532,16.552945,0.937811
shift,IMG0002517.png,0.782777,0.643084,0.686757,0.910011,9.613542,0.904752
shift,IMG0002518.png,0.490211,0.324689,0.341703,0.867036,17.088007,0.946728
shift,IMG0002519.png,0.622588,0.451998,0.472343,0.912998,20.248457,0.852297
shift,IMG0002522.png,0.669757,0.503484,0.516599,0.952000,30.165867,0.826830
shift,IMG0002523.png,0.553914,0.383044,0.417276,0.823607,19.697716,0.953548
shift,IMG0002533.png,0.748634,0.598253,0.629403,0.923595,9.219544,0.887265
shift,IMG0002568.png,0.837627,0.720619,0.747594,0.952316,5.385165,0.956157
shift,IMG0002577.png,0.756635,0.608539,0.649134,0.906810,6.941641,0.981981
shift,IMG0002579.png,0.805513,0.674359,0.683709,0.980124,9.848858,0.947316
shift,IMG0002582.png,0.758985,0.611584,0.667286,0.879902,7.749718,0.894584
shift,IMG0002584.png,0.638814,0.469307,0.504255,0.871324,10.153590,0.828601
shift,IMG0002594.png,0.705882,0.545455,0.545455,1.000000,5.398749,0.931504
shift,IMG0002595.png,0.621888,0.451261,0.468996,0.922680,13.488050,0.976264
shift,IMG0002745.png,0.780294,0.639740,0.653700,0.967697,6.367768,0.954403
shift,IMG0002934.png,0.877966,0.782477,0.838188,0.921708,4.242641,0.933340
shift,IMG0003146.png,0.591530,0.419980,0.461205,0.824516,23.600847,0.870259
shift,IMG0003147.png,0.759399,0.612121,0.618873,0.982490,15.096406,0.919425
shift,IMG0003157.png,0.755793,0.607450,0.619883,0.968037,4.551316,0.911738
shift,IMG0003218.png,0.812100,0.683643,0.710794,0.947083,6.264107,0.916845
shift,IMG0003264.png,0.765664,0.620305,0.651386,0.928571,7.615773,0.957011
shift,IMG0003309.png,0.604907,0.433597,0.453113,0.909639,14.866069,0.912291
shift,IMG0003395.png,0.690176,0.526923,0.531695,0.983254,6.348126,0.969498
shift,IMG0003458.png,0.557230,0.386223,0.393266,0.955682,26.886793,0.916418
shift,IMG0003586.png,0.720705,0.563361,0.575651,0.963486,9.219544,0.981900
shift,IMG0003703.png,0.668418,0.501972,0.539195,0.879102,12.790583,0.893396
