mode,img_name,dice,iou,pre,rec,hd95,cbl
zoom_out,IMG0003713.png,0.600000,0.428571,0.428571,1.000000,6.573927,0.909297
zoom_out,IMG0003734.png,0.594185,0.422662,0.424188,0.991561,8.952631,0.860495
zoom_out,IMG0003767.png,0.702821,0.541807,0.550068,0.973027,13.582964,0.944844
zoom_out,IMG0003810.png,0.471495,0.308468,0.310976,0.974522,7.810250,0.853280
zoom_out,IMG0003942.png,0.755766,0.607414,0.612656,0.986111,6.324555,0.971029
zoom_out,IMG0003952.png,0.578125,0.406593,0.406593,1.000000,8.485281,0.914422
zoom_out,IMG0003953.png,0.716495,0.558233,0.597421,0.894850,7.039087,0.850501
zoom_out,IMG0004044.png,0.725490,0.569231,0.576125,0.979412,7.615773,0.948612
zoom_out,IMG0004114.png,0.736992,0.583521,0.584596,0.996856,21.095023,0.961329
zoom_out,IMG0004233.png,0.513089,0.345070,0.350626,0.956098,8.062258,0.809065
zoom_out,IMG0004376.png,0.783145,0.643581,0.660312,0.962121,4.018466,0.949082
shift,IMG0000144.png,0.814994,0.687755,0.717021,0.943978,7.534839,0.906886
shift,IMG0000151.png,0.637681,0.468085,0.691257,0.591813,10.852332,0.834540
shift,IMG0000453.png,0.834356,0.715789,0.732443,0.969213,8.000000,0.940767
shift,IMG0000454.png,0.684483,0.520315,0.589677,0.815614,12.074756,0.852960
shift,IMG0001123.png,0.828521,0.707244,0.762829,0.906593,10.504117,0.942817
shift,IMG0001360.png,0.854446,0.745881,0.766775,0.964754,8.189165,0.951490
shift,IMG0001980.png,0.777778,0.636364,0.691674,0.888367,7.693564,0.901321
shift,IMG0002021.png,0.695600,0.533272,0.533272,1.000000,10.241955,0.900830
shift,IMG0002180.png,0.843025,0.728645,0.815509,0.872462,10.802757,0.937587
shift,IMG0002300.png,0.686258,0.522369,0.526349,0.985731,9.033162,0.907946
shift,IMG0002305.png,0.715070,0.556505,0.628805,0.828767,9.433981,0.870555
shift,IMG0002309.png,0.831395,0.711443,0.855434,0.808671,7.071068,0.954580
shift,IMG0002320.png,0.808824,0.679012,0.794543,0.823627,8.772002,0.948282
shift,IMG0002333.png,0.738995,0.586037,0.626697,0.900325,16.150848,0.854374
shift,IMG0002345.png,0.661489,0.494198,0.597196,0.741297,16.124515,0.872101
shift,IMG0002357.png,0.525773,0.356643,0.396887,0.778626,7.895637,0.824166
shift,IMG0002363.png,0.846069,0.733205,0.748286,0.973248,5.000000,0.968069
shift,IMG0002376.png,0.580645,0.409091,0.416452,0.958580,91.402122,0.000000
shift,IMG0002381.png,0.660762,0.493386,0.518776,0.909756,10.295630,0.955153
shift,IMG0002384.png,0.707358,0.547219,0.561940,0.954315,12.123933,0.978137
shift,IMG0002402.png,0.603183,0.431827,0.468058,0.847994,16.763055,0.854562
shift,IMG0002416.png,0.596178,0.424682,0.432532,0.959016,8.000000,0.857319
shift,IMG0002426.png,0.719457,0.561837,0.572973,0.966565,8.350920,0.860837
shift,IMG0002437.png,0.699155,0.537463,0.572340,0.898164,9.984924,0.808454
shift,IMG0002451.png,0.540335,0.370177,0.370564,0.997191,10.770330,0.957411
shift,IMG0002456.png,0.706357,0.546022,0.546022,1.000000,6.708204,0.903993
shift,IMG0002460.png,0.717369,0.559295,0.565182,0.981716,11.397352,0.890558
shift,IMG0002470.png,0.692427,0.529551,0.550820,0.932039,15.556349,0.857746
shift,IMG0002475.png,0.563446,0.392220,0.484862,0.672430,28.600699,0.883028
shift,IMG0002484.png,0.805383,0.674177,0.696509,0.954601,7.000000,0.931726
shift,IMG0002494.png,0.554364,0.383475,0.384697,0.991781,12.373543,0.911032
shift,IMG0002500.png,0.683473,0.519149,0.655914,0.713450,7.280110,0.810084
shift,IMG0002501.png,0.705061,0.544474,0.569014,0.926606,10.198039,0.891156
shift,IMG0002502.png,0.741969,0.589786,0.599665,0.972826,7.071068,0.935803
shift,IMG0002508.png,0.723371,0.566626,0.576493,0.970681,6.324555,0.968817
shift,IMG0002515.png,0.633745,0.463855,0.469512,0.974684,18.076150,0.956577
shift,IMG0002517.png,0.785885,0.647290,0.682119,0.926884,11.665601,0.954576
shift,IMG0002518.png,0.558272,0.387224,0.395497,0.948753,13.992512,0.951731
shift,IMG0002519.png,0.594082,0.422558,0.465517,0.820755,17.617727,0.985048
shift,IMG0002522.png,0.800000,0.666667,0.693103,0.945882,14.138733,0.937227
shift,IMG0002523.png,0.624583,0.454105,0.472428,0.921311,18.702147,0.966083
shift,IMG0002533.png,0.750000,0.600000,0.613734,0.964045,6.403124,0.963582
shift,IMG0002568.png,0.809109,0.679415,0.795784,0.822888,4.762461,0.981423
shift,IMG0002577.png,0.770139,0.626200,0.628685,0.993728,7.000000,0.998488
shift,IMG0002579.png,0.733135,0.578700,0.610239,0.918012,9.109772,0.944452
shift,IMG0002582.png,0.758470,0.610915,0.684418,0.850490,8.584031,0.907599
shift,IMG0002584.png,0.680473,0.515695,0.569307,0.845588,9.219544,0.848077
shift,IMG0002594.png,0.711688,0.552419,0.668293,0.761111,5.474322,0.870344
shift,IMG0002595.png,0.638924,0.469425,0.502461,0.877148,14.930717,0.953157
shift,IMG0002745.png,0.630285,0.460158,0.484871,0.900281,10.630146,0.973492
shift,IMG0002934.png,0.790111,0.653045,0.668033,0.966785,7.615773,0.918442
shift,IMG0003146.png,0.753233,0.604149,0.646623,0.901935,12.806248,0.914066
shift,IMG0003147.png,0.759299,0.611991,0.643114,0.926719,14.085281,0.893260
shift,IMG0003157.png,0.687719,0.524064,0.558405,0.894977,5.830952,0.864471
shift,IMG0003218.png,0.809236,0.679594,0.680222,0.998643,5.608058,0.967835
shift,IMG0003264.png,0.718768,0.560998,0.588749,0.922492,10.770330,0.903427
shift,IMG0003309.png,0.560202,0.389083,0.420893,0.837349,21.931712,0.748344
shift,IMG0003395.png,0.562584,0.391386,0.391386,1.000000,9.433981,0.944902
shift,IMG0003458.png,0.786004,0.647452,0.709707,0.880682,8.687812,0.937531
shift,IMG0003586.png,0.705882,0.545455,0.553106,0.975265,7.000000,0.953682
shift,IMG0003703.png,0.686842,0.523046,0.554729,0.901554,13.601471,0.885489
shift,IMG0003713.png,0.588997,0.417431,0.418391,0.994536,7.723886,0.841702
shift,IMG0003734.png,0.619608,0.448864,0.448864,1.000000,8.000000,0.916185
shift,IMG0003767.png,0.728424,0.572852,0.574315,0.995572,12.462926,0.980537
shift,IMG0003810.png,0.472266,0.309129,0.314346,0.949045,8.485281,0.810225
shift,IMG0003942.png,0.743873,0.592195,0.616870,0.936728,7.252507,0.900239
shift,IMG0003952.png,0.603589,0.432243,0.432243,1.000000,5.656854,0.960220
shift,IMG0003953.png,0.787770,0.649852,0.678019,0.939914,5.000000,0.911634
shift,IMG0004044.png,0.693703,0.531046,0.544389,0.955882,8.246211,0.901343
shift,IMG0004114.png,0.711822,0.552580,0.556496,0.987426,30.232433,0.884437
shift,IMG0004233.png,0.509317,0.341667,0.341667,1.000000,8.034242,0.860502
shift,IMG0004376.png,0.786720,0.648425,0.653846,0.987374,6.000000,0.934622
